Texture,Description,Elevation,Annual_Rainfall,Hydrology_Category,Cluster,PC1,PC2,TSNE1,TSNE2
Fine loamy,Surface-water Gley: Poorly drained mineral soil,140.7,1217,2,0,-0.32771137161834885,0.16544392147224474,-7.2328124,8.141891
Peat,Peat soils,438.4,2129,1,3,-3.2863055421365788,3.7891612914988433,-62.077682,60.293575
Peat,Peat soils,222.0,2439,1,3,-3.1706771773786304,2.607513476459491,-78.91885,45.081654
Peat,Peat soils,26.0,1869,3,2,1.3485573768702013,0.9430295363032299,11.497232,45.351433
Fine loamy,Surface-water Gley: Poorly drained mineral soil,74.5,1233,2,0,-0.24120308652989886,-0.3429030850510625,-19.380758,-17.810207
Coarse loamy,Brown Earth: Well drained mineral soils,13.0,1924,2,0,-0.5994156062671783,0.44444947351740094,-36.485,31.463892
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-4.3,1137,2,0,-0.06360475597785697,-1.1623288024377212,-41.24,-34.20516
Fine loamy,Luvisol: Well drained mineral soils,124.6,932,3,2,1.8120414631433013,-0.0010150963800019674,94.03613,14.769759
Fine loamy,Luvisol: Well drained mineral soils,87.6,1019,3,2,1.8097596898491748,-0.13971938381016902,66.542625,-0.22464482
Coarse loamy,Brown Earth: Well drained mineral soils,63.8,1173,3,2,1.7446992191214576,-0.046300245631784254,38.655758,9.569227
Loamy,Surface-water Gley: Poorly drained mineral soil,89.2,1001,2,0,-0.11222925301955122,-0.6556083212800189,2.1817434,-43.12652
Fine loamy,Surface-water Gley: Poorly drained mineral soil,75.4,1440,2,0,-0.37679186694346,0.05004416491279562,-27.235678,6.183519
Fine loamy,Luvisol: Well drained mineral soils,106.5,1004,3,2,1.7918284899594958,-0.01402143607918016,78.718414,9.689034
Fine loamy,Surface-water Gley: Poorly drained mineral soil,103.3,885,2,0,-0.05762127382174764,-0.7570887180571992,20.194342,-57.992317
All,Lake alluvium,56.8,776,3,2,2.0124600854264294,-0.8427965040855877,63.56807,-53.721844
Coarse loamy,Brown Earth: Well drained mineral soils,36.4,1416,2,0,-0.3041458406228932,-0.3117061713686623,-35.97261,5.9619355
Peat,Peat soils,140.5,1243,1,1,-2.2756067519332577,-0.28310774378144354,-54.413975,8.5136795
Fine loamy,Luvisol: Well drained mineral soils,81.6,835,3,2,1.9378934910017218,-0.5312777616971467,87.89419,-34.0693
Coarse loamy,Brown Earth: Well drained mineral soils,82.6,1141,3,2,1.7379415091693469,0.04691460535304315,49.22516,12.289001
Fine loamy,Brown Earth: Well drained mineral soils,125.0,1226,3,2,1.620751469310572,0.5499443222738936,49.816708,40.42115
Fine loamy,Groundwater Gley: Poorly drained mineral soil,71.9,846,3,2,1.9449546849595363,-0.5896387099201442,77.36915,-41.758183
Peat,Peat soils,71.3,1114,1,1,-2.090652850311143,-1.0859703670290815,-55.893375,-20.569374
Coarse loamy,Brown Earth: Well drained mineral soils,14.0,1115,3,2,1.8552058161479934,-0.5591864859500627,18.33998,-11.486089
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,122.6,1125,3,2,1.6897781372665435,0.34227610090787497,62.566,31.10142
Peat,Peat soils,98.7,917,1,1,-2.0029689805039395,-1.2302312335994519,-44.839752,-65.04149
Fine loamy,Brown Earth: Well drained mineral soils,11.2,1036,3,2,1.9105474922284769,-0.7291214622200527,22.250109,-20.733086
All,River alluvium,26.4,1025,0,1,-3.898532383724327,-2.112137494575073,-107.812195,-26.990097
Fine loamy,Brown Earth: Well drained mineral soils,102.5,884,3,2,1.8755212773463574,-0.2700924840903304,94.80566,-4.345125
Fine loamy,Surface-water Gley: Poorly drained mineral soil,72.3,1406,2,0,-0.350200602784418,-0.03849676070962582,-27.618757,4.8141875
Fine loamy,Surface-water Gley: Poorly drained mineral soil,11.0,910,2,0,0.061247674659293594,-1.460841750543325,-11.48431,-76.7776
Peat,Peat soils,52.7,1268,1,1,-2.163323761823797,-0.9502792953760374,-67.59658,-7.4907923
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,119.8,1686,3,2,1.329980601786076,1.3646300638782378,20.018887,53.03151
Loamy,"Rendzinas: Well drained shallow soils with high lime content, derived from limestone",26.6,1153,3,2,1.812116242021137,-0.38596618368637703,22.801464,-5.2749686
Peat,Peat soils,53.3,901,1,1,-1.926145497977192,-1.6291049531861397,-65.06429,-51.10793
Fine loamy,Brown Earth: Well drained mineral soils,23.8,1199,2,0,-0.14494701826258272,-0.8183947863261342,-35.108345,-26.106712
Peat,Peat soils,50.6,1916,1,1,-2.580578766289188,0.2398418978554382,-85.243256,33.007847
Fine loamy,Brown Earth: Well drained mineral soils,148.4,1085,3,2,1.677964843325375,0.47749186598347015,66.7869,49.7456
Fine loamy,Brown Podzolic: Well drained acid mineral soil,318.7,1093,2,0,-0.5077893916320448,1.3814387392039174,-5.8760896,63.655567
Fine loamy,Luvisol: Well drained mineral soils,90.6,1000,3,2,1.817693496278003,-0.150727807766179,70.45023,-0.05774663
Sandy,Brown Earth: Well drained mineral soils,86.3,1080,3,2,1.7720943439435057,-0.03664732765748768,59.064064,5.401103
Peat,Peat soils,289.6,1534,2,0,-0.7512570571287078,1.966440093300649,-12.650245,54.246914
Peat,Peat soils,237.6,1631,3,2,1.193250873074665,2.2197896107228203,24.142235,66.98386
Peat,Peat soils,60.576214,944,1,1,-1.9646867398665462,-1.4898481104356622,-56.14501,-47.087353
Fine loamy,Surface-water Gley: Poorly drained mineral soil,102.1,1090,2,0,-0.18883929695910995,-0.38493872877784885,-1.1258152,-29.615131
Fine loamy,Luvisol: Well drained mineral soils,84.0,834,3,2,1.9350296348882763,-0.5136305900225592,88.90776,-32.849728
Peat,Peat soils,120.0,1502,1,1,-2.413605702363518,0.032747717811518307,-67.28313,14.595605
All,River alluvium,45.0,1044,3,2,1.855890386981871,-0.439450282894263,37.715397,-16.952433
Loamy,Brown Podzolic: Well drained acid mineral soil,50.1,1087,3,2,1.8205341350506616,-0.3178843581119821,41.211033,-9.590581
Fine loamy,Luvisol: Well drained mineral soils,69.1,1213,2,0,-0.22032683612272264,-0.42405989147216205,-19.901659,-20.304935
Coarse loamy,Brown Earth: Well drained mineral soils,64.6,1115,3,2,1.7811503731253326,-0.14784805636972442,43.577274,-0.85121804
Fine loamy,Luvisol: Well drained mineral soils,187.3,1057,2,0,-0.29212782653158964,0.246193244338911,1.8359208,16.721117
Fine loamy,Brown Earth: Well drained mineral soils,198.2,1274,3,2,1.482484438932457,1.2344247485525082,40.019325,67.30758
Clayey,Surface-water Gley: Poorly drained mineral soil,66.5,959,3,2,1.8795598179642026,-0.42302297115535803,61.814613,-23.997349
All,River alluvium,0.100000024,973,0,1,-3.8263110550039987,-2.4228094034593153,-115.7576,-20.656752
All,River alluvium,87.9,884,0,1,-3.897080123922239,-1.8748667459838582,-94.626114,-26.924438
Peat,Peat soils,27.0,1467,2,0,-0.32346991127907687,-0.29311029549636913,-38.271496,9.274621
Coarse loamy,Brown Earth: Well drained mineral soils,139.2,1234,3,2,1.5947798716379609,0.6802828292721212,47.810444,47.563614
Peat,Peat soils,83.9,1222,1,1,-2.1791482757024787,-0.7823434620359822,-56.22869,-6.7637587
Fine loamy,Surface-water Gley: Poorly drained mineral soil,188.1,1051,3,2,1.641916325639162,0.7368814697293979,66.11083,60.48402
Peat,Peat soils,72.6,1288,1,1,-2.2054214336505105,-0.7512488283044457,-63.595318,-5.2269382
Fine loamy,Surface-water Gley: Poorly drained mineral soil,118.4,1135,2,0,-0.24188457754015857,-0.16859965973040636,-1.6304612,-21.691963
Coarse loamy,Brown Earth: Well drained mineral soils,59.7,978,2,0,-0.054135571612606626,-0.9382681353229015,-6.986314,-55.052525
Peat,Peat soils,176.9,1578,2,0,-0.6148562093730505,1.132247091989942,-18.147816,34.24457
Peat,Lithosols: Stony mineral soils often overlying bedrock,45.8,1412,2,0,-0.3153085558157165,-0.24274332826549183,-34.57746,5.9333115
Fine loamy,Surface-water Gley: Poorly drained mineral soil,282.7,1161,2,0,-0.4992102658877515,1.215467591865948,-4.0748653,61.98891
Peat,Peat soils,78.3,1250,1,1,-2.1891147569014144,-0.7757044416092345,-59.03173,-5.6732926
Peat,Peat soils,28.1,1337,1,1,-2.1720777189722384,-1.021714406321229,-77.67906,-8.239353
Peat,Peat soils,7.481392,1391,3,2,1.6857173158131458,-0.09800306623408006,11.612592,28.4216
Fine loamy,Brown Earth: Well drained mineral soils,245.6,1526,3,2,1.2496512795330181,2.089213450435868,25.996624,67.89373
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,158.3,1290,3,2,1.5305014562047807,0.9398761747952662,43.916492,55.72909
Fine loamy,Luvisol: Well drained mineral soils,44.1,1057,2,0,-0.08254799568484916,-0.9179107698093983,-20.52385,-53.55303
Fine loamy,Brown Earth: Well drained mineral soils,116.0,1153,3,2,1.6812752023724036,0.3407859033587266,58.51838,30.981102
All,River alluvium,37.2,1004,0,1,-3.9007169284367764,-2.06346392125422,-106.69381,-27.112099
Loamy,"Rendzinas: Well drained shallow soils with high lime content, derived from limestone",160.0,1516,3,2,1.3814173934041678,1.374722877023539,29.54473,56.702457
Fine loamy,Brown Earth: Well drained mineral soils,272.9,1186,3,2,1.4302391715538505,1.677737602206392,31.058838,77.28675
Peat,Peat soils,59.7,1262,1,1,-2.169676655848983,-0.9045524783501435,-65.579216,-7.559157
Coarse loamy,Brown Earth: Well drained mineral soils,90.0,987,3,2,1.8270041392957124,-0.1798237076300362,74.65135,-2.208444
Fine loamy,Brown Earth: Well drained mineral soils,90.8,1072,2,0,-0.16062543338976676,-0.5103320183216087,-2.1620066,-35.591213
Peat,Peat soils,104.9,2355,1,3,-2.9448088835696824,1.4990941282067713,-83.77557,40.502205
Fine loamy,Luvisol: Well drained mineral soils,156.4,967,3,2,1.742797765018559,0.3226973366181982,74.21486,56.770523
Peat,Peat soils,243.0,1764,1,3,-2.76356951258615,1.520734813348248,-65.670006,42.525684
Fine loamy,Brown Earth: Well drained mineral soils,187.4,1243,3,2,1.5183990445842337,1.0888776989183766,42.595695,65.87537
Peat,Peat soils,52.7,1817,2,0,-0.5881123076347201,0.5678436201312265,-34.438637,30.795197
Fine loamy,Brown Earth: Well drained mineral soils,116.5,898,3,2,1.845950458826322,-0.13020211188190345,96.22383,7.712326
Fine loamy,Brown Earth: Well drained mineral soils,118.0,1153,3,2,1.678348109762812,0.3570443393105187,58.86377,31.410105
Loamy,Surface-water Gley: Poorly drained mineral soil,52.3,1077,2,0,-0.1075221757454532,-0.8139921530557901,-21.584202,-48.17946
Coarse loamy,Brown Earth: Well drained mineral soils,-0.70000005,1168,2,0,-0.0889818281619279,-1.075312122636502,-41.452198,-33.14999
Fine loamy,Luvisol: Well drained mineral soils,38.3,1183,3,2,1.7755330997131082,-0.23496578934150214,25.71041,3.7822943
Clayey,Surface-water Gley: Poorly drained mineral soil,79.4,903,3,2,1.8970047516439212,-0.4224813414498303,79.85327,-25.0529
Loamy,Brown Podzolic: Well drained acid mineral soil,61.7,1200,2,0,-0.2010640782324029,-0.5084344735721121,-22.668526,-24.583101
Fine loamy,Brown Earth: Well drained mineral soils,170.1,1201,3,2,1.570961906415886,0.8699982662977275,59.333374,54.78098
Peat,Peat soils,368.5,1922,1,3,-3.049732066692117,2.8352980011981597,-60.021515,55.070274
Fine loamy,Brown Earth: Well drained mineral soils,108.6,1066,2,0,-0.18278462750674596,-0.37680964715603804,1.5670152,-28.43553
Peat,Peat soils,63.6,788,1,1,-1.8679220078753573,-1.7558875238690357,-52.02547,-76.89126
Peat,Peat soils,84.8,1206,1,1,-2.170086987087771,-0.8048343893386846,-55.295376,-7.8110647
Fine loamy,Surface-water Gley: Poorly drained mineral soil,58.2,1034,2,0,-0.08826493316699668,-0.8461366801032147,-12.54909,-51.33531
Fine loamy,Brown Earth: Well drained mineral soils,92.4,1064,2,0,-0.15777786733292798,-0.5122288813006795,-1.3512655,-35.336617
Coarse loamy,Brown Earth: Well drained mineral soils,171.6,1006,3,2,1.6952543154811694,0.5189165570867764,70.28953,59.678543
Fine loamy,Brown Earth: Well drained mineral soils,49.9,768,2,0,0.09642473596782697,-1.4091542796749232,4.727179,-79.11191
Loamy,Brown Podzolic: Well drained acid mineral soil,148.0,1263,2,0,-0.3682333904743005,0.3104829802041862,-10.108917,12.62747
Peat,Peat soils,281.0,1578,1,3,-2.6985344388084846,1.483136123465569,-58.439873,44.033394
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,162.1,1162,3,2,1.6079678225587468,0.7323094152556004,61.033,53.46255
Fine loamy,Surface-water Gley: Poorly drained mineral soil,107.3,880,2,0,-0.06023218395061036,-0.7338866034914303,21.457693,-57.43558
Fine loamy,Luvisol: Well drained mineral soils,64.5,841,3,2,1.959028202705344,-0.65910968027959,67.678635,-47.54529
Fine loamy,Brown Earth: Well drained mineral soils,102.7,1043,3,2,1.772092420213224,0.027742642847374155,69.998184,12.0635395
Coarse loamy,Brown Earth: Well drained mineral soils,132.6,1191,3,2,1.6323314430263638,0.5465230775259964,54.66131,43.74989
Loamy,Podzols: Well drained acid mineral soil,29.7,1624,2,0,-0.4292603241380708,0.021321973445949105,-38.76018,14.746902
Fine loamy,Luvisol: Well drained mineral soils,142.3,1072,3,2,1.6953249910194597,0.4036852672521849,73.124886,36.089497
Fine loamy,Brown Earth: Well drained mineral soils,62.0,1016,3,2,1.8491724403061358,-0.3534162183957962,51.921753,-15.975873
Fine loamy,Luvisol: Well drained mineral soils,141.7,1034,3,2,1.7208520094887687,0.3280155806992511,75.19524,35.48928
Coarse loamy,Brown Earth: Well drained mineral soils,3.7,1043,2,0,-0.014339554718207914,-1.27241249658148,-20.574072,-73.7016
Peat,Peat soils,16.0,1356,1,1,-2.166693254027426,-1.0846818659458726,-79.59322,-8.237785
Fine loamy,Surface-water Gley: Poorly drained mineral soil,55.1,1011,2,0,-0.06880887420665793,-0.9141851395824425,-12.069229,-54.42752
Fine loamy,Luvisol: Well drained mineral soils,103.0,1000,3,2,1.799545522098537,-0.049925504865068415,77.756546,7.51693
All,River alluvium,47.0,886,0,1,-3.838518390092224,-2.203625858262879,-102.86061,-32.394203
Peat,Peat soils,182.6,1712,1,1,-2.641441254837164,0.9328565712908499,-68.03904,30.063486
Peat,Peat soils,513.0,1991,1,3,-3.3059717039815064,4.138513649976986,-58.71827,62.57084
Peat,Peat soils,356.6,1481,2,0,-0.8149359435926269,2.412361269904841,-13.92562,62.026543
Fine loamy,Luvisol: Well drained mineral soils,106.5,1039,3,2,1.7691255643272568,0.051181865285526706,71.313194,12.708835
Peat,Peat soils,101.3,1446,1,1,-2.349912705452256,-0.22359394052126802,-69.33424,8.999218
Coarse loamy,Groundwater Gley: Poorly drained mineral soil,42.6,1175,3,2,1.774429090746998,-0.21491376378565352,28.520931,2.6394355
Loamy,Podzols: Well drained acid mineral soil,26.0,1388,2,0,-0.2707626185472263,-0.4484126794097463,-37.69533,5.454512
Peat,Peat soils,49.0,2560,1,3,-2.995970923834721,1.4265758942046096,-86.09827,40.852688
Fine loamy,Luvisol: Well drained mineral soils,35.0,934,3,2,1.9418779020168655,-0.7256671240851588,43.44953,-36.884857
Loamy,Podzols: Well drained acid mineral soil,13.0,1225,2,0,-0.14600574864045335,-0.8577536023091719,-40.542522,-29.647688
All,River alluvium,104.4,1082,0,1,-4.049662331528037,-1.3718702588040896,-98.25453,-19.618464
Fine loamy,Brown Earth: Well drained mineral soils,15.7,1173,3,2,1.8150957963821304,-0.4373156302723825,16.878527,-5.0274224
Peat,Peat soils,281.0,1329,1,1,-2.5370193393105525,1.0192612080423689,-51.920235,39.335945
Fine loamy,Brown Earth: Well drained mineral soils,123.1,1106,3,2,1.7013708094573614,0.31094463201212497,64.24266,30.313171
Fine loamy,Luvisol: Well drained mineral soils,238.9,1388,2,0,-0.5823516268382254,1.2822978276585153,-6.239351,52.616898
Fine loamy,Surface-water Gley: Poorly drained mineral soil,163.0,1539,3,2,1.3621076890743087,1.4419584147051774,29.15542,57.13642
Fine loamy,Luvisol: Well drained mineral soils,37.3,1280,2,0,-0.21724594984050727,-0.5577512747789308,-32.93461,-17.538704
Fine loamy,Luvisol: Well drained mineral soils,52.8,1168,3,2,1.7640415035645303,-0.14503640070445567,33.64356,5.382611
Fine loamy,Brown Earth: Well drained mineral soils,76.7,1258,3,2,1.6706837952541553,0.2169175410001336,35.952557,24.799667
Fine loamy,Luvisol: Well drained mineral soils,104.1,1002,2,0,-0.1346847479790707,-0.5326200219716053,8.596999,-39.227657
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,43.8,1062,3,2,1.8459708522224743,-0.4156722180492033,35.881256,-15.733947
Peat,Peat soils,205.9,1902,1,3,-2.7987863371710606,1.4762281289662065,-70.81647,40.42007
Fine loamy,Brown Earth: Well drained mineral soils,33.6,1008,3,2,1.8959263955068453,-0.5991896206517474,37.261368,-28.886349
Coarse loamy,Brown Earth: Well drained mineral soils,38.9,1294,2,0,-0.22866879418107589,-0.5186632054716145,-32.741898,-16.573345
Peat,Peat soils,235.0,1603,1,1,-2.6474276842394833,1.1557658832634283,-61.718826,36.481354
Loamy,Podzols: Well drained acid mineral soil,235.3,1286,2,0,-0.5109200482984346,1.0630115932538584,-3.3999343,53.84571
Fine loamy,Brown Earth: Well drained mineral soils,248.9,1235,2,0,-0.49774287212239265,1.0785584328803286,-2.9267015,56.58816
Fine loamy,Luvisol: Well drained mineral soils,68.1,902,3,2,1.9141914799061768,-0.5162044560450184,69.50077,-29.583305
Peat,Peat soils,261.0,1533,2,0,-0.7087509777934877,1.73208150772246,-11.258166,52.782967
Fine loamy,Luvisol: Well drained mineral soils,107.4,879,3,2,1.871593175543178,-0.23957407334625502,96.113785,-2.4174623
Peat,Peat soils,95.2,996,1,1,-2.0490903148642095,-1.1115103305776068,-45.597633,-55.45611
Fine loamy,Groundwater Gley: Poorly drained mineral soil,54.5,1119,2,0,-0.13798548837469138,-0.7178639118711706,-23.36278,-38.60119
Fine loamy,Surface-water Gley: Poorly drained mineral soil,133.0,1010,2,0,-0.18217047633217742,-0.28278201072770615,5.944982,-15.193823
Fine loamy,Brown Earth: Well drained mineral soils,217.5,978,3,2,1.6462398805968403,0.8398850210886382,68.082535,67.27914
Fine loamy,Brown Earth: Well drained mineral soils,35.2,1217,3,2,1.7580158226437987,-0.19682601516963594,21.995634,6.9521747
Fine loamy,Surface-water Gley: Poorly drained mineral soil,34.9,772,2,0,0.11578331046750634,-1.5236407434431114,-4.932833,-79.212975
All,River alluvium,194.6,1139,0,1,-4.218647544250254,-0.5324265637271752,-97.07522,-14.557055
Peat,Peat soils,14.5,1175,2,0,-0.11576831719444769,-0.9387073487234803,-38.637016,-31.627707
Peat,Peat soils,43.9,1175,1,1,-2.0901196376616444,-1.195070900047286,-66.6459,-20.135132
Fine loamy,Brown Earth: Well drained mineral soils,41.3,838,2,0,0.0636053829245915,-1.3486589515382155,-4.194576,-76.298355
All,River alluvium,33.3,1550,0,1,-4.249174737711009,-1.0779963700707882,-106.39311,-11.135511
Peat,Peat soils,66.6,1597,1,1,-2.397074556403508,-0.22437213268283895,-78.8048,10.306759
Loamy,Podzols: Well drained acid mineral soil,7.481392,2235,2,0,-0.7930705785390617,0.9789654125739866,-34.68287,42.66471
Peat,Peat soils,148.9,1609,1,1,-2.5253082775049593,0.4670179243441597,-67.97953,24.149778
Fine loamy,Luvisol: Well drained mineral soils,80.6,944,3,2,1.868653640337543,-0.33634526970866996,78.14715,-13.359112
Peat,Peat soils,233.0,1523,1,1,-2.592608190184773,0.9904713299065921,-59.454464,36.57283
All,River alluvium,130.0,1080,0,1,-4.085831806894678,-1.1674881815562779,-97.486305,-18.395323
Fine loamy,Luvisol: Well drained mineral soils,266.6,1110,3,2,1.488757294646926,1.4849392174234555,31.397976,78.05462
Fine loamy,Brown Earth: Well drained mineral soils,88.0,901,3,2,1.885715563458807,-0.35629596979225064,88.26202,-11.594215
Coarse loamy,Brown Earth: Well drained mineral soils,48.4,1035,3,2,1.8567522247081412,-0.42857750498428393,43.179943,-16.275894
Coarse loamy,Brown Earth: Well drained mineral soils,70.3,1151,2,0,-0.18186648056851062,-0.5298078208899959,-18.008162,-29.248121
Fine loamy,Brown Earth: Well drained mineral soils,22.0,1225,3,2,1.7721453937225897,-0.28922808071095907,16.49899,4.9286404
Loamy,Podzols: Well drained acid mineral soil,506.0,2730,2,3,-1.8437598790910172,5.953692818489955,-26.681734,63.69488
Fine loamy,Brown Earth: Well drained mineral soils,288.9,1146,3,2,1.4327686313996795,1.733287031118206,30.147444,77.74326
Loamy,Podzols: Well drained acid mineral soil,294.9,1308,2,0,-0.6124178184616644,1.588497916903648,-8.412818,58.39739
Fine loamy,Luvisol: Well drained mineral soils,105.7,924,3,2,1.8448917284484514,-0.16956092786494104,91.20924,0.82654047
Fine loamy,Brown Earth: Well drained mineral soils,114.3,1040,2,0,-0.17426181097441784,-0.37890984285007,9.340483,-33.554306
Coarse loamy,Brown Earth: Well drained mineral soils,89.0,1125,3,2,1.738953293107678,0.0691343769177688,51.858963,13.596395
Fine loamy,Luvisol: Well drained mineral soils,14.7,977,3,2,1.9436957262274666,-0.8105833358906368,32.49894,-36.11213
Peat,Peat soils,61.9,970,2,0,-0.052166133338645615,-0.9352874675164348,-6.0341496,-54.96045
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,49.5,1073,3,2,1.8304934330864349,-0.3488432094434024,41.506165,-10.827906
Fine loamy,Brown Earth: Well drained mineral soils,117.0,1024,3,2,1.7634881533978621,0.10859438201898897,75.358986,22.939539
Fine loamy,Luvisol: Well drained mineral soils,133.9,950,3,2,1.7867546921835498,0.10811975721196587,94.35093,18.513952
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,154.4,1260,3,2,1.5556689373354038,0.8522836806623801,45.779476,53.500664
Peat,Lithosols: Stony mineral soils often overlying bedrock,241.0,1420,3,2,1.3251410244498603,1.8543461921850635,28.776495,69.64538
Fine loamy,Brown Earth: Well drained mineral soils,3.5,800,3,2,2.0748993830385034,-1.2313729869793324,51.833904,-55.511066
Coarse loamy,Groundwater Gley: Poorly drained mineral soil,218.9,1335,2,0,-0.5187019847849208,1.0209770403597536,-3.3537772,51.91573
Fine loamy,Brown Earth: Well drained mineral soils,77.2,1084,2,0,-0.14850506386131368,-0.5985339651830378,-13.208814,-34.631996
Coarse loamy,Brown Earth: Well drained mineral soils,67.1,1087,3,2,1.7956538478691346,-0.1796876525217499,46.27407,-2.8569286
Loamy,Surface-water Gley: Poorly drained mineral soil,168.6,1483,2,0,-0.5410865483271681,0.8877941933715152,-15.273985,30.965546
All,River alluvium,10.3,1234,0,1,-4.010538186992489,-1.8536610472663209,-110.52229,-16.110006
Loamy,Brown Podzolic: Well drained acid mineral soil,106.3,1293,2,0,-0.32666316010624064,0.02738313463621389,-15.723652,1.5191611
Peat,Peat soils,345.4,1792,1,3,-2.9315989947030188,2.405329375171765,-59.566315,52.46908
Clayey,Surface-water Gley: Poorly drained mineral soil,110.6,1032,2,0,-0.16365744950216188,-0.4238915611013897,8.732908,-34.587933
All,River alluvium,71.3,844,0,1,-3.8468390545400712,-2.084329823086254,-95.26672,-31.286745
Coarse loamy,Brown Earth: Well drained mineral soils,-3.0,1041,3,2,1.9280865746662554,-0.8352416001399608,19.662508,-21.264414
Fine loamy,Brown Earth: Well drained mineral soils,38.0,1070,3,2,1.8492701806457772,-0.44791807056889565,33.25328,-15.596377
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,119.5,1461,3,2,1.4763670447419113,0.9430272182837824,29.338701,48.773415
Coarse loamy,Brown Earth: Well drained mineral soils,73.1,893,3,2,1.9127116435447737,-0.4923249293736057,74.09254,-28.6079
Peat,Peat soils,285.2,1293,2,0,-0.5884915940341866,1.481700230524011,-7.9358654,58.12458
Fine loamy,Luvisol: Well drained mineral soils,60.5,1078,3,2,1.8111511486433622,-0.250107054370731,45.18928,-6.8500276
Coarse loamy,Brown Earth: Well drained mineral soils,90.2,984,3,2,1.8286573950889453,-0.18378671843754613,75.09922,-2.2141483
All,River alluvium,1.4000001,1030,0,1,-3.8651870013411096,-2.306053185821736,-115.108826,-19.872772
Peat,Lithosols: Stony mineral soils often overlying bedrock,338.0,2205,2,3,-1.2573402154017521,3.6099346780688237,-24.918324,57.940975
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,60.7,1339,3,2,1.6415594796677029,0.23774912225840472,27.46403,26.410196
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,44.3,1508,3,2,1.5559389410135385,0.41926874547186577,18.71563,36.579834
Fine loamy,Luvisol: Well drained mineral soils,62.7,937,3,2,1.899391704319834,-0.49489893175015,62.40076,-27.427149
Fine loamy,Brown Earth: Well drained mineral soils,41.7,1205,3,2,1.7562866318793953,-0.16634151593706847,27.034916,6.563211
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,33.7,1216,3,2,1.760859797119057,-0.21088279360104312,21.801256,6.788454
Peat,Peat soils,259.0,1569,1,1,-2.6604985249404036,1.2875267647877888,-59.730885,38.79371
Coarse loamy,Groundwater Gley: Poorly drained mineral soil,45.1,1254,3,2,1.7195264785579543,-0.047417552908432636,24.805992,14.587487
Fine loamy,Brown Earth: Well drained mineral soils,77.9,846,3,2,1.9361734071307621,-0.5408634020647682,85.19131,-35.507767
Fine loamy,Luvisol: Well drained mineral soils,107.5,973,2,0,-0.12084980989151983,-0.5590062734128873,11.114542,-40.892143
Fine loamy,Brown Earth: Well drained mineral soils,23.3,1121,3,2,1.8377029054050098,-0.4724070499688515,23.864185,-9.258162
Fine loamy,Brown Earth: Well drained mineral soils,20.5,1194,3,2,1.7944490187397673,-0.3591734031692576,17.673582,1.9813061
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,142.1,1423,3,2,1.4679397889399608,1.0559553887716366,34.898533,51.923096
Fine loamy,Surface-water Gley: Poorly drained mineral soil,18.5,1164,2,0,-0.11448729721492601,-0.9266829429630898,-37.319996,-31.97095
Clayey,Surface-water Gley: Poorly drained mineral soil,84.3,923,2,0,-0.05446278471706112,-0.8407517038318275,9.103271,-57.592648
Peat,Peat soils,135.0,1526,1,1,-2.451126617368989,0.19939682267147196,-67.000305,16.168999
Fine loamy,Brown Earth: Well drained mineral soils,10.2,808,3,2,2.059904382651861,-1.1620036148003243,51.96305,-54.963787
Peat,Peat soils,227.6,1376,1,1,-2.4893527524834704,0.6727196871049848,-54.495697,33.1292
Peat,Peat soils,218.6,1578,2,0,-0.6758860902830301,1.4712354815848059,-14.750702,40.68388
Peat,Peat soils,48.3,944,1,1,-1.946719932229965,-1.5896441299604085,-62.176117,-43.605923
All,River alluvium,131.0,1525,0,1,-4.375946836237946,-0.3303455605148239,-101.02873,-12.726897
Coarse loamy,Brown Earth: Well drained mineral soils,51.7,1257,3,2,1.707921107892111,0.011824140135170413,26.767097,16.9014
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,64.9,1168,3,2,1.7463325932765024,-0.046672863196113745,39.2619,9.35759
Fine loamy,Luvisol: Well drained mineral soils,103.4,1019,3,2,1.7866356582334033,-0.011277739791011987,72.83961,10.70195
Loamy,Surface-water Gley: Poorly drained mineral soil,82.7,1395,2,0,-0.35828627915558897,0.025554640096499215,-25.485876,5.235903
Coarse loamy,Brown Earth: Well drained mineral soils,31.6,1196,2,0,-0.15441671438579707,-0.7605757405168343,-33.950665,-26.342447
Fine loamy,Luvisol: Well drained mineral soils,85.8,960,3,2,1.8506647192635821,-0.2642661127530018,77.93367,-9.315468
Peat,Peat soils,56.0,1162,1,1,-2.09939603271484,-1.120925731617264,-63.272606,-21.249374
Peat,Peat soils,344.1,1720,1,3,-2.8829932232061775,2.2606288861385604,-58.547836,52.017647
