Texture,Description,Elevation,Annual_Rainfall,Hydrology_Category,Cluster,PC1,PC2,TSNE1,TSNE2
Coarse loamy,Brown Earth: Well drained mineral soils,54.0,1274,3,2,1.6935278160839928,0.06219151642830312,26.537382,18.382986
Fine loamy,Luvisol: Well drained mineral soils,67.0,1042,3,2,1.8249896783124937,-0.26433339035967673,53.159664,-10.268522
Fine loamy,Surface-water Gley: Poorly drained mineral soil,120.6,1089,2,0,-0.21526624857976584,-0.23641114769133564,1.4541863,-22.522968
Fine loamy,Luvisol: Well drained mineral soils,67.8,872,3,2,1.934090194339535,-0.5745317654646787,74.24449,-39.242817
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,204.0,1607,3,2,1.2579937493493354,1.9019370515112013,25.193249,63.912167
Fine loamy,Surface-water Gley: Poorly drained mineral soil,96.9,1419,2,0,-0.3946363571172231,0.18570037057573585,-23.100079,8.792466
Fine loamy,Surface-water Gley: Poorly drained mineral soil,54.6,1112,2,0,-0.13359125787872284,-0.7300916503465223,-23.380825,-39.151398
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,93.0,1193,3,2,1.688990566660145,0.22833194861564032,48.253273,24.985958
Fine loamy,Brown Podzolic: Well drained acid mineral soil,169.4,1412,3,2,1.4351201800177424,1.257390573370404,33.578865,58.764366
Peat,Lithosols: Stony mineral soils often overlying bedrock,471.0,2572,2,3,-1.6900482655690592,5.374823857458633,-26.360346,63.266785
Coarse loamy,Brown Earth: Well drained mineral soils,60.8,1103,2,0,-0.13682734980588052,-0.6964570621040346,-18.677984,-41.07834
Peat,Lithosols: Stony mineral soils often overlying bedrock,470.0,2583,2,3,-1.695719924462967,5.38718710562593,-26.396015,63.252365
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,122.1,1109,3,2,1.7008883907079655,0.3084042684389181,63.972717,30.23782
Peat,Peat soils,94.3,1456,1,1,-2.3461544314993263,-0.2618689516769096,-70.04957,8.5844555
Peat,Peat soils,121.1,1645,1,1,-2.5079732708819433,0.3080919174465202,-71.39808,20.325924
Fine loamy,Luvisol: Well drained mineral soils,45.5,1031,3,2,1.8635911290643046,-0.45960404298463464,38.501335,-17.722343
Fine loamy,Brown Earth: Well drained mineral soils,150.8,1069,3,2,1.6848308124828888,0.4671947656446118,67.480995,50.156265
Coarse loamy,Groundwater Gley: Poorly drained mineral soil,130.0,1105,2,0,-0.239402064133869,-0.13018927523690427,0.49409628,-19.457758
Fine loamy,Brown Earth: Well drained mineral soils,39.0,874,2,0,0.043619958775317436,-1.3002899000505064,-5.346298,-74.607956
Coarse loamy,Groundwater Gley: Poorly drained mineral soil,46.0,978,2,0,-0.03408498723690645,-1.049638421592677,-10.592072,-66.934326
Peat,Peat soils,83.2,1254,1,1,-2.1988807538671695,-0.7284194676570916,-57.967625,-4.7120795
Fine loamy,Brown Earth: Well drained mineral soils,204.88179,1474,2,0,-0.5883487328504646,1.165970209629132,-12.162356,36.129745
Peat,Peat soils,32.8,1117,1,1,-2.0362522826307012,-1.3933564046983888,-72.09561,-21.097466
Fine loamy,Luvisol: Well drained mineral soils,82.7,879,3,2,1.9077427692716311,-0.4403657573508867,84.04802,-26.697748
Peat,Lithosols: Stony mineral soils often overlying bedrock,80.0,1586,3,2,1.4530952465233424,0.8547920416812715,19.31281,44.09489
Peat,Peat soils,19.0,1517,1,1,-2.275517350850115,-0.7603590257405334,-83.67603,1.9548624
Peat,Lithosols: Stony mineral soils often overlying bedrock,41.5,1572,2,0,-0.41280010959533264,0.020373269248243453,-35.63332,14.715018
Fine loamy,Luvisol: Well drained mineral soils,72.2,860,2,0,0.004111391708997658,-1.0564811837966415,7.0939016,-69.69728
Fine loamy,Luvisol: Well drained mineral soils,104.7,1048,2,0,-0.16540100659289125,-0.44204672367816733,2.5046625,-31.977724
Peat,Peat soils,176.0,1519,2,0,-0.5752683716329594,1.0150166592254157,-15.354245,32.304096
Fine loamy,Groundwater Gley: Poorly drained mineral soil,78.3,855,2,0,-0.001572965659936365,-1.0162077114814911,10.711304,-68.48702
Peat,Peat soils,94.7,1850,1,1,-2.6023099271384544,0.475385613733291,-78.36314,21.122585
Fine loamy,Brown Earth: Well drained mineral soils,113.6,984,2,0,-0.13691264754947774,-0.48892557761672817,12.262611,-37.77879
Fine loamy,Brown Earth: Well drained mineral soils,70.6,867,2,0,0.0019124806702226493,-1.056447272285134,5.856806,-69.295334
Fine loamy,Brown Earth: Well drained mineral soils,106.3,1023,2,0,-0.15152630522896438,-0.47561376160581004,7.2170634,-35.73334
Fine loamy,Luvisol: Well drained mineral soils,61.0,1217,3,2,1.7202563279800707,0.012907808608481286,33.000484,17.149525
Peat,Peat soils,35.2,973,2,0,-0.015035412054793085,-1.1467487330701691,-13.063766,-70.712975
Peat,Peat soils,73.1,1179,1,1,-2.135449809833934,-0.9502459292808703,-57.66673,-12.088063
Fine loamy,Luvisol: Well drained mineral soils,100.0,1107,3,2,1.7345300740800775,0.12502264823649,58.34071,21.689413
Fine loamy,Luvisol: Well drained mineral soils,61.1,896,3,2,1.9283282341481298,-0.5842866906816687,63.720276,-34.17132
Peat,Peat soils,2.0,1342,3,2,1.7255236827050178,-0.2338471185240023,11.148406,27.004585
Peat,Peat soils,50.0,1185,1,1,-2.105533820301538,-1.12685315571869,-65.33141,-20.13421
Peat,Lithosols: Stony mineral soils often overlying bedrock,250.1,1021,2,0,-0.36068695382245464,0.689641880392911,-0.104911,62.225784
Peat,Peat soils,79.0,1674,1,1,-2.465168966973901,0.019877433220626628,-78.51822,14.621068
Fine loamy,Brown Earth: Well drained mineral soils,44.4,1054,3,2,1.8502819645841084,-0.42569829900417,36.751617,-16.288717
Fine loamy,Luvisol: Well drained mineral soils,69.2,1241,3,2,1.6926875278472107,0.12427823123234161,33.85127,21.582363
Peat,Peat soils,76.8,884,1,1,-1.9495117008328027,-1.4697385057011552,-51.08698,-68.694824
Peat,Peat soils,213.8,2136,1,3,-2.962133627205919,1.9763795943855391,-75.933784,43.040424
Fine loamy,Surface-water Gley: Poorly drained mineral soil,105.3,904,3,2,1.8584502473316498,-0.21007164440656045,93.61522,-1.0908562
Peat,Peat soils,60.0,1255,1,1,-2.1655751346139738,-0.9151543732303162,-65.352844,-7.7740912
Fine loamy,Luvisol: Well drained mineral soils,116.0,963,3,2,1.8045196558045609,-0.013174875478253023,86.951324,12.73468
Fine loamy,Brown Earth: Well drained mineral soils,92.6,1012,2,0,-0.12434051565456006,-0.607476514018779,3.1514037,-41.617085
Coarse loamy,Groundwater Gley: Poorly drained mineral soil,127.0,1108,3,2,1.6943656688325301,0.34637448505324553,64.81029,31.048336
Peat,Peat soils,140.0,1804,1,1,-2.6387704439147552,0.7579434205334801,-75.371155,23.122057
Fine loamy,Luvisol: Well drained mineral soils,74.2,1054,2,0,-0.12465477440500727,-0.6788101631376174,-9.069862,-44.17747
Peat,Peat soils,522.0,1476,2,3,-1.0537632273155113,3.747619165780226,-19.464827,66.233
Peat,Peat soils,28.1,2613,1,3,-2.999761522021883,1.3554116662892248,-86.382935,40.93796
Fine loamy,Surface-water Gley: Poorly drained mineral soil,214.3,1507,2,0,-0.623538334889866,1.3040102900914765,-12.216764,37.318375
Fine loamy,Luvisol: Well drained mineral soils,56.8,1028,3,2,1.848999020874306,-0.3733327342596988,47.93898,-15.343217
Peat,Peat soils,78.8,1026,2,0,-0.11322474690127571,-0.6935784015402613,-4.303097,-44.596462
Peat,Peat soils,65.2,965,1,1,-1.9850756201603557,-1.4131383653489418,-54.43209,-46.607937
Fine loamy,Luvisol: Well drained mineral soils,87.7,946,3,2,1.8569651515373655,-0.2749019191446821,80.472115,-9.6148205
Fine loamy,Luvisol: Well drained mineral soils,51.0,909,2,0,0.003354477485530083,-1.1375359829750473,-3.41153,-71.03387
Fine loamy,Luvisol: Well drained mineral soils,140.3,947,3,2,1.7793339608870493,0.15455789785501128,94.82385,20.921331
Fine loamy,Surface-water Gley: Poorly drained mineral soil,72.1,1065,2,0,-0.1287165323636401,-0.6753890547438056,-10.2303095,-43.98436
Fine loamy,Luvisol: Well drained mineral soils,34.0,725,3,2,2.0789103470970343,-1.1231531987817327,55.745087,-56.340847
Coarse loamy,Brown Earth: Well drained mineral soils,70.9,848,3,2,1.9451209212282041,-0.5940420249609143,76.87086,-41.85157
Coarse loamy,Surface-water Gley: Poorly drained mineral soil,165.0,1295,2,0,-0.4138706382338744,0.5082941327564359,-10.687419,16.844402
Fine loamy,Surface-water Gley: Poorly drained mineral soil,38.9,1110,2,0,-0.10931627085730256,-0.861446275503216,-26.362762,-51.039764
Fine loamy,Surface-water Gley: Poorly drained mineral soil,245.8,1566,3,2,1.2234123695494992,2.1653573527335697,25.230255,67.526764
Coarse loamy,Brown Earth: Well drained mineral soils,95.4,1164,3,2,1.7042890510524904,0.19381647919846245,51.553314,23.711065
Fine loamy,Brown Earth: Well drained mineral soils,98.8,983,3,2,1.8167195518857664,-0.11573839531240349,78.62075,3.105916
All,River alluvium,70.0,1358,0,1,-4.178345123628725,-1.1373407521275105,-103.75084,-14.310846
Fine loamy,Brown Earth: Well drained mineral soils,11.6,1221,3,2,1.7899608953647208,-0.38122375353052973,12.504978,-0.38733578
Fine loamy,Luvisol: Well drained mineral soils,43.5,866,3,2,1.973546299654454,-0.7832494710843302,57.34597,-47.17059
Peat,Peat soils,42.0,1056,1,1,-2.010148952532919,-1.4322076388414917,-63.53669,-31.708328
All,River alluvium,83.1,1622,0,1,-4.36876250499044,-0.5390288092066271,-104.52887,-10.841031
Peat,Peat soils,61.0,1187,1,1,-2.1229301396904185,-1.0337058550487077,-62.64581,-11.875533
Peat,Peat soils,188.0,1538,1,1,-2.5364784317399276,0.6526007930047171,-62.339252,28.982178
Peat,Peat soils,210.3,1440,1,1,-2.5055473225666005,0.6513131100460194,-56.114258,32.11209
Peat,Peat soils,72.4,1229,1,1,-2.1668580783237763,-0.8627888084858449,-60.78323,-8.031552
Fine loamy,Brown Earth: Well drained mineral soils,154.1,1223,3,2,1.5801082368952093,0.7809157109697784,47.830498,53.20659
All,River alluvium,141.9,1059,0,1,-4.089626252542403,-1.1098724684619392,-97.15852,-17.975403
Loamy,Brown Podzolic: Well drained acid mineral soil,94.6,1310,2,0,-0.3205668036472189,-0.0360585407331977,-21.053612,1.4373177
Fine loamy,Luvisol: Well drained mineral soils,195.3,1158,3,2,1.5619727053117867,0.9947476461850959,61.54564,62.671368
Clayey,Surface-water Gley: Poorly drained mineral soil,160.0,1275,2,0,-0.39357980634861667,0.4303890135256949,-10.203221,15.819195
Peat,Peat soils,31.4,1171,1,1,-2.0692306887794425,-1.3041379306162386,-73.02216,-18.212984
Fine loamy,Luvisol: Well drained mineral soils,46.5,956,3,2,1.910776709114308,-0.5911961850759674,47.7928,-31.365707
Peat,Peat soils,70.2,870,2,0,0.0005519341379489617,-1.054110105072803,5.4024873,-69.06534
Peat,Peat soils,67.3,1141,1,1,-2.102312350579688,-1.0681875493084632,-58.32093,-20.41918
Peat,Peat soils,77.0,1438,1,1,-2.309159290101209,-0.4360375490760455,-71.76997,5.6031137
Peat,Peat soils,332.7,1692,1,3,-2.848146454825715,2.11579316012158,-58.51143,50.952152
Peat,Peat soils,250.8,1565,1,1,-2.6459028251688235,1.2134153715151896,-59.791393,38.22338
Fine loamy,Brown Earth: Well drained mineral soils,100.0,910,2,0,-0.06900794646752129,-0.7373413506885796,18.35676,-57.27674
Peat,Peat soils,42.3,1045,1,1,-2.0034528112256536,-1.4502613395919164,-63.289997,-32.51295
Peat,Peat soils,29.8,1186,1,1,-2.0766188399627294,-1.2892004073642265,-73.44961,-17.542013
Peat,Peat soils,344.9,1432,2,0,-0.7660283559413821,2.225964797676267,-13.066268,61.69017
Fine loamy,Groundwater Gley: Poorly drained mineral soil,69.5,834,2,0,0.02492799720160921,-1.1268668104882,8.327718,-73.28931
Peat,Peat soils,20.0,1572,1,1,-2.3126569231484297,-0.6497674770486694,-83.980515,4.2117624
Peat,Peat soils,42.4,972,1,1,-1.9562473495374624,-1.5854438749264297,-62.74937,-40.524868
Coarse loamy,Brown Earth: Well drained mineral soils,23.3,1177,3,2,1.801378224393427,-0.36808176778532065,19.242287,-3.6130323
Fine loamy,Brown Earth: Well drained mineral soils,84.51549,1275,2,0,-0.28310473066880437,-0.18324102206800752,-19.203327,-8.579556
Coarse loamy,Brown Earth: Well drained mineral soils,39.9,983,3,2,1.9029224292382318,-0.5945493340926787,42.920982,-31.136911
Fine loamy,Brown Earth: Well drained mineral soils,25.2,829,3,2,2.024329432700582,-1.00094336434306,53.348938,-52.790188
Fine loamy,Luvisol: Well drained mineral soils,88.8,959,3,2,1.8469227353672588,-0.24174141029287688,78.704865,-8.010311
Fine loamy,Luvisol: Well drained mineral soils,118.5,1163,3,2,1.6711297864297743,0.3797384629740972,58.32947,31.94389
Coarse loamy,Brown Earth: Well drained mineral soils,69.0,1353,2,0,-0.3109921840212011,-0.16405960781092432,-27.350576,1.7641596
Fine loamy,Luvisol: Well drained mineral soils,96.4,1119,3,2,1.7320149805605745,0.11811288113402107,57.577484,21.544565
Peat,Peat soils,215.1,1570,1,1,-2.5968974971779377,0.9325170471135169,-61.18862,33.764122
Peat,Peat soils,130.0,2327,1,3,-2.963381555314262,1.6509748583099957,-83.1496,40.819313
Peat,Peat soils,159.2,1174,1,1,-2.2582178715865218,-0.25963501889403884,-53.546295,9.624504
Fine loamy,Groundwater Gley: Poorly drained mineral soil,40.0,897,2,0,0.027237347055050876,-1.2493127983206602,-6.014353,-73.44337
Peat,Peat soils,117.6,2041,1,3,-2.759718245968496,1.0173684356858526,-80.58491,36.397106
Fine loamy,Brown Earth: Well drained mineral soils,135.6,1053,3,2,1.7174551966048073,0.3138234289299833,74.41037,34.655895
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,70.6,1157,3,2,1.7451255845378713,-0.02082878687670031,42.56365,8.997032
Peat,Peat soils,125.0,1289,2,0,-0.3514368559336636,0.17194770491521716,-12.90692,6.634113
Fine loamy,Surface-water Gley: Poorly drained mineral soil,195.9,1342,2,0,-0.48958100490106826,0.8470456871870864,-8.917735,24.499813
Peat,Peat soils,77.3,871,1,1,-1.9418109587503687,-1.4898922657915268,-49.78464,-70.17407
Fine loamy,Groundwater Gley: Poorly drained mineral soil,54.2,899,2,0,0.00515767949082413,-1.1301520001278107,-2.3307633,-71.080025
Peat,Lithosols: Stony mineral soils often overlying bedrock,327.2,2432,2,3,-1.3887786044104833,3.945029107065959,-26.854471,57.503204
Peat,Peat soils,88.1,895,1,1,-1.9731849792756977,-1.3573858764303366,-46.367535,-66.51147
Peat,Peat soils,245.0,1989,2,3,-0.9811209251539337,2.451519889316875,-23.258764,51.05837
Fine loamy,Surface-water Gley: Poorly drained mineral soil,97.2,1204,3,2,1.6757084669812992,0.28296713025759734,49.151005,26.714819
Fine loamy,Luvisol: Well drained mineral soils,102.7,920,3,2,1.8518769874350944,-0.20140038766288126,90.76133,-0.87694454
Fine loamy,Brown Earth: Well drained mineral soils,101.7,1007,3,2,1.7969075471683231,-0.047452827960791755,76.996704,7.614613
Fine loamy,Luvisol: Well drained mineral soils,90.4,962,3,2,1.8426350962253935,-0.2231458071287541,77.758736,-3.0824347
Peat,Peat soils,83.6,1261,1,1,-2.2040067575155353,-0.712127120193792,-58.079563,-4.349659
Fine loamy,Luvisol: Well drained mineral soils,103.4,884,3,2,1.8742040856720408,-0.26277618791202384,94.943756,-4.0370593
Fine loamy,Brown Earth: Well drained mineral soils,60.7,1161,3,2,1.7570200728830923,-0.09385623896781847,36.43689,6.4137483
Fine loamy,Brown Earth: Well drained mineral soils,60.0,1077,3,2,1.8125315768138242,-0.256034614826242,45.139618,-7.06055
Peat,Peat soils,41.0,2127,1,3,-2.7033949305746505,0.5548841649426404,-85.44629,36.42966
Loamy,Podzols: Well drained acid mineral soil,502.8,1643,2,3,-1.13398852628012,3.9026510757260513,-19.892706,65.72846
All,River alluvium,70.8,1238,0,1,-4.101677358504883,-1.3543915538543598,-103.91953,-17.054216
Fine loamy,Surface-water Gley: Poorly drained mineral soil,108.7,1328,2,0,-0.35287859686998946,0.11209655914307115,-16.604156,2.8625724
All,River alluvium,27.9,1178,0,1,-3.99997192094531,-1.8149120930740819,-109.50843,-18.899677
Peat,Peat soils,89.2,1563,2,0,-0.47677337317151025,0.39137040349041596,-28.745504,16.577326
Coarse loamy,Brown Earth: Well drained mineral soils,44.0,1565,2,0,-0.41191839023087384,0.0276556539150421,-35.334904,14.609349
Peat,Peat soils,457.2,1880,1,3,-3.1523051131688056,3.478115674022488,-58.52951,60.278706
Fine loamy,Brown Earth: Well drained mineral soils,211.3,1174,3,2,1.528177484146032,1.154622357280441,61.808807,65.49735
Fine loamy,Brown Earth: Well drained mineral soils,156.6,1163,3,2,1.615368672217059,0.6894616678557353,59.122204,49.463055
Fine loamy,Luvisol: Well drained mineral soils,91.1,860,3,2,1.9077734256545638,-0.4074764042370582,89.624435,-28.240665
Fine loamy,Surface-water Gley: Poorly drained mineral soil,65.5,1150,2,0,-0.17419280328742737,-0.5706910186418599,-19.451792,-29.278778
Peat,Peat soils,11.0,1450,1,1,-2.2203490942014623,-0.9502105178744259,-83.258026,-2.693461
Fine loamy,Surface-water Gley: Poorly drained mineral soil,83.2,1166,2,0,-0.21047605317133433,-0.39699663698749155,-12.866605,-25.347536
Peat,Lithosols: Stony mineral soils often overlying bedrock,27.0,1362,3,2,1.675961924723846,0.0066423602246592495,14.973185,25.866335
Peat,Peat soils,317.0,1853,1,3,-2.9296022357487246,2.288099624177664,-61.90759,50.59989
Fine loamy,Surface-water Gley: Poorly drained mineral soil,82.5,1047,2,0,-0.1322616236083629,-0.624378314210622,-3.3272312,-39.972126
All,River alluvium,46.8,878,0,1,-3.8330364406867528,-2.2201553135985623,-102.84552,-32.616413
Clayey,Surface-water Gley: Poorly drained mineral soil,123.4,1440,2,0,-0.4470420895736522,0.44024662775580437,-19.998873,12.478432
Peat,Peat soils,59.1,1164,1,1,-2.105230336295835,-1.0919992529568603,-62.488964,-20.975348
Peat,Peat soils,79.7,1181,1,1,-2.1464065254817135,-0.8928671877048304,-56.11071,-11.301061
Fine loamy,Luvisol: Well drained mineral soils,99.73704,986,3,2,1.8134021854021292,-0.1025321384975808,78.61404,3.83102
Fine loamy,Surface-water Gley: Poorly drained mineral soil,87.5,1236,3,2,1.66914790555977,0.2637281628534236,42.217934,26.5152
Coarse loamy,Brown Earth: Well drained mineral soils,29.0,1115,3,2,1.833252621576059,-0.4372482163116226,25.764513,-9.48381
Coarse loamy,Brown Earth: Well drained mineral soils,107.4,1025,2,0,-0.15443351620036783,-0.46294571889719816,7.5779185,-35.418266
Fine loamy,Luvisol: Well drained mineral soils,16.7,991,3,2,1.9316874633649794,-0.768243579392962,32.687263,-35.144947
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,36.0,1352,3,2,1.6692765581613243,0.06117580733209271,17.05515,25.00771
Peat,Peat soils,136.0,2128,2,3,-0.911757425442099,1.8243853839354736,-29.1661,45.78192
Fine loamy,Luvisol: Well drained mineral soils,55.4,976,3,2,1.8847780466403465,-0.48158711573923185,50.818817,-24.318151
Fine loamy,Surface-water Gley: Poorly drained mineral soil,94.7,1363,2,0,-0.3550918742350895,0.06349080884523373,-22.48031,4.6440997
Peat,Peat soils,37.7,930,1,1,-1.9221251711462353,-1.701895161050789,-66.37469,-44.10562
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,220.0,1349,3,2,1.4019300031331126,1.5513630604942703,34.695618,68.890114
Peat,Peat soils,250.6,1171,1,1,-2.390040038790654,0.47778664970016793,-52.074615,34.661785
Peat,Peat soils,335.0,1876,1,3,-2.970865134650518,2.4772734314977427,-61.22536,52.031364
Clayey,Surface-water Gley: Poorly drained mineral soil,70.0,1225,2,0,-0.22942788801380676,-0.39438817768309886,-20.058441,-19.30769
Fine loamy,Luvisol: Well drained mineral soils,108.9,1067,3,2,1.7474507126899557,0.12285462951944259,66.9657,17.831764
Peat,Peat soils,29.6,1113,1,1,-2.0289743143830994,-1.4268217080915084,-72.52772,-21.196037
